%time,field
1662626182885787957,0.000299501814879477
1662626182900607681,0.0002830729936249554
1662626182913868442,0.00030243038781918585
1662626182927024473,0.00028489317628555
1662626182940438036,0.000296967540634796
1662626182953834808,0.0002862715919036418
1662626182966104487,0.0002760342031251639
1662626182978939561,0.0002858503139577806
1662626182991960373,0.0003170236013829708
1662626183005319601,0.0002931126509793103
1662626183017764054,0.0003072177350986749
1662626183031269378,0.00029712222749367356
1662626183043444913,0.0003012648085132241
1662626183055676984,0.0002953573130071163
1662626183068365317,0.00030403194250538945
1662626183081327266,0.0003259918885305524
1662626183093633230,0.00029117075609974563
1662626183106725654,0.00031198302167467773
1662626183119599040,0.00032453713356517255
1662626183131512197,0.00032397062750533223
1662626183144173065,0.00032013296731747687
1662626183157230258,0.00031197929638437927
1662626183170346094,0.00031181989470496774
1662626183185057355,0.00034028972731903195
1662626183199797470,0.0003247084969189018
1662626183214190324,0.00033845758298411965
1662626183227545848,0.00032759131863713264
1662626183241187163,0.0003277318610344082
1662626183253724771,0.00033579280716367066
1662626183267002574,0.000322992738801986
1662626183280063212,0.0003294407215435058
1662626183292888672,0.00034973089350387454
1662626183305892234,0.00035291106905788183
1662626183319338883,0.0003518050070852041
1662626183332145989,0.0003752561460714787
1662626183345897158,0.00036137746064923704
1662626183359116029,0.0003679393557831645
1662626183371552608,0.0003405194729566574
1662626183385484928,0.0003737927763722837
1662626183399775396,0.0003664663527160883
1662626183413993322,0.0003577569732442498
1662626183428842864,0.0003691712627187371
1662626183442383096,0.00037863667239435017
1662626183455248140,0.000385263585485518
1662626183468091619,0.00036760192597284913
1662626183481465045,0.00036430786713026464
1662626183494325627,0.00036884495057165623
1662626183507634199,0.0003634468885138631
1662626183520399432,0.0003654128813650459
1662626183532755737,0.00037486484507098794
1662626183545959131,0.00038415592280216515
1662626183560431974,0.0003737613442353904
1662626183574301973,0.00039692249265499413
1662626183589191266,0.00039169000228866935
1662626183603403333,0.0003871566441375762
1662626183616363034,0.00039610089152120054
1662626183629421728,0.0003783277643378824
1662626183642310522,0.00036098697455599904
1662626183654651375,0.00036815740168094635
1662626183668148301,0.00035902822855859995
1662626183682318507,0.00036199894384481013
1662626183696863833,0.00035960591048933566
1662626183711162762,0.00038408857653848827
1662626183725393028,0.0003610459389165044
1662626183738463832,0.0003648120618890971
1662626183752256238,0.00037037840229459107
1662626183764751601,0.00036348786670714617
1662626183776873474,0.000361250014975667
1662626183789707480,0.0003467209462542087
1662626183802334192,0.0003214873722754419
1662626183814704121,0.0003554964205250144
1662626183828502517,0.00036107815685682
1662626183841406220,0.00035639628185890615
1662626183854368003,0.00036846299190074205
1662626183867185601,0.000359644356649369
1662626183880343593,0.00034600269282236695
1662626183893043659,0.0003399206616450101
1662626183906789667,0.0003432934754528105
1662626183919701172,0.00034339824924245477
1662626183932327561,0.00036666489904746413
1662626183944683355,0.00035181466955691576
1662626183957627386,0.00033890275517478585
1662626183969778339,0.0003427931806072593
1662626183984484411,0.0003538348828442395
1662626183997360019,0.00034964666701853275
1662626184009677436,0.00033649386023171246
1662626184022707043,0.0003437231353018433
1662626184036120045,0.00036550144432112575
1662626184048399863,0.00034832488745450974
1662626184061907231,0.00034243319532833993
1662626184074833019,0.0003573222493287176
1662626184087332833,0.0003717341460287571
1662626184099993217,0.00035780001780949533
1662626184113086996,0.0003683339455164969
1662626184126000535,0.0003676396154332906
1662626184139189640,0.00036334627657197416
1662626184152278617,0.0003545326762832701
1662626184164453384,0.0003654850006569177
1662626184176539262,0.0003433676029089838
1662626184189542742,0.00035369902616366744
1662626184201692775,0.0003499002195894718
1662626184214256839,0.00033913226798176765
1662626184226605712,0.0003389600315131247
1662626184238918433,0.0003633289597928524
1662626184251155938,0.0003474476689007133
1662626184264935732,0.00035358971217647195
1662626184279175084,0.0003396862593945116
1662626184293998588,0.0003520374302752316
1662626184308120275,0.00034252830664627254
1662626184321555902,0.00033701126812957227
1662626184335316573,0.0003503823827486485
1662626184348496055,0.00032991613261401653
1662626184361184008,0.000313242751872167
1662626184374310347,0.0003366299206390977
1662626184386924511,0.0003227200941182673
1662626184399694170,0.00034465681528672576
1662626184412014105,0.00031664225389249623
1662626184424957706,0.00034817279083654284
1662626184437928297,0.0003383851144462824
1662626184450965840,0.00033812536275945604
1662626184463846064,0.0003392366925254464
1662626184477789072,0.00032476562773808837
1662626184491644468,0.00031738061807118356
1662626184506349937,0.00031442928593605757
1662626184520503559,0.0003439770080149174
1662626184534146339,0.0004153740592300892
1662626184547590793,0.0006429240456782281
1662626184561104915,0.0011084065772593021
1662626184573901936,0.0019196318462491035
1662626184587096454,0.003169601783156395
1662626184600362368,0.004946189932525158
1662626184613479332,0.007307319901883602
1662626184625987817,0.010257144458591938
1662626184638769449,0.013922285288572311
1662626184652605574,0.018182463943958282
1662626184666909048,0.023151380941271782
1662626184681260224,0.02869068644940853
1662626184695659567,0.034912653267383575
1662626184709087243,0.04169758781790733
1662626184723220522,0.049133528023958206
1662626184735902246,0.05711560696363449
1662626184749892380,0.06572817265987396
1662626184763110679,0.0747925192117691
1662626184777678655,0.08445637673139572
1662626184792098648,0.09453780949115753
1662626184806454500,0.10510749369859695
1662626184820156177,0.1160600408911705
1662626184833894793,0.12744468450546265
1662626184846300129,0.13915184140205383
1662626184859438496,0.1512468457221985
1662626184872386680,0.16362762451171875
1662626184884560556,0.17634038627147675
1662626184896857842,0.1892400085926056
1662626184912111320,0.20242521166801453
1662626184924684297,0.21571685373783112
1662626184937693462,0.22924570739269257
1662626184950785553,0.24282968044281006
1662626184963254987,0.2566033601760864
1662626184975280319,0.27040407061576843
1662626184988246011,0.2843469977378845
1662626185000963686,0.2982754111289978
1662626185013979306,0.31229695677757263
1662626185026760051,0.3262632489204407
1662626185039433699,0.34029534459114075
1662626185051935537,0.35423552989959717
1662626185064757219,0.3682253956794739
1662626185077727951,0.3820773959159851
1662626185091167736,0.3959360420703888
1662626185104367396,0.4096720516681671
1662626185117056770,0.423348605632782
1662626185129147569,0.4368792772293091
1662626185141848654,0.4503548741340637
1662626185155086390,0.4636605381965637
1662626185167833911,0.47687259316444397
1662626185180229657,0.48989200592041016
1662626185193540078,0.5027870535850525
1662626185207343512,0.5154817700386047
1662626185221828102,0.5280898213386536
1662626185235120146,0.5404242277145386
1662626185247987570,0.5526467561721802
1662626185260244746,0.5646209120750427
1662626185273330711,0.5764482617378235
1662626185285452022,0.5879930257797241
1662626185298261864,0.5994040966033936
1662626185310985718,0.6105200052261353
1662626185323883757,0.6214764714241028
1662626185336146365,0.6321473717689514
1662626185349854434,0.6426485180854797
1662626185363587824,0.6528847813606262
1662626185377681035,0.6629493832588196
1662626185392707911,0.6727275252342224
1662626185406757741,0.6822895407676697
1662626185419482124,0.6915835738182068
1662626185432576330,0.700684130191803
1662626185444825042,0.709470272064209
1662626185457547962,0.7180548310279846
1662626185470329024,0.7263409495353699
1662626185483536894,0.7344076633453369
1662626185496137299,0.7421950101852417
1662626185508995853,0.7497753500938416
1662626185522156500,0.7570769190788269
1662626185535468052,0.7641780972480774
1662626185548497727,0.7709290385246277
1662626185562151329,0.7774555683135986
1662626185576044003,0.7834931015968323
1662626185590289538,0.7890632748603821
1662626185602982836,0.7940011024475098
1662626185616816875,0.798184335231781
1662626185630968536,0.8015899658203125
1662626185644585769,0.8041713237762451
1662626185657850639,0.805860161781311
1662626185670887572,0.8066409826278687
1662626185683678160,0.8065211772918701
1662626185696766567,0.8055076003074646
1662626185711019946,0.8035974502563477
1662626185724442776,0.8008473515510559
1662626185737327973,0.7973215579986572
1662626185751369126,0.7929667234420776
1662626185765257967,0.7878369092941284
1662626185779796196,0.7818103432655334
1662626185793930515,0.7749746441841125
1662626185807487030,0.7671149373054504
1662626185820220914,0.7582796216011047
1662626185833508070,0.7482686638832092
1662626185846509549,0.7371984720230103
1662626185859161048,0.7248512506484985
1662626185873568150,0.7114205360412598
1662626185887864945,0.6968135833740234
1662626185902236203,0.6811829805374146
1662626185916199883,0.664405345916748
1662626185928883569,0.6466997265815735
1662626185941713652,0.6279100775718689
1662626185955040782,0.6082777380943298
1662626185968717203,0.5876480340957642
1662626185981598868,0.5662575364112854
1662626185994896278,0.5440167188644409
1662626186007669938,0.521143913269043
1662626186020820497,0.49750375747680664
1662626186033504926,0.4733457863330841
1662626186044977252,0.448542058467865
1662626186056954541,0.4233636260032654
1662626186069274500,0.3976690471172333
1662626186081294707,0.3716178834438324
1662626186093367267,0.3451974391937256
1662626186105699813,0.3186006546020508
1662626186118774517,0.29165464639663696
1662626186130291335,0.26466816663742065
1662626186142573694,0.23740869760513306
1662626186154901524,0.21014603972434998
1662626186166979843,0.18271738290786743
1662626186178884667,0.1553189605474472
1662626186192478534,0.1278669238090515
1662626186205070906,0.10044846683740616
1662626186217222024,0.07302523404359818
1662626186229873059,0.045763615518808365
1662626186242295284,0.018511291593313217
1662626186253968299,-0.008489282801747322
1662626186266773105,-0.03545243293046951
1662626186279039286,-0.06212854012846947
1662626186289933216,-0.08874431252479553
1662626186302241080,-0.11500224471092224
1662626186315242122,-0.14115384221076965
1662626186327566317,-0.1668943613767624
1662626186340395032,-0.19250202178955078
1662626186352454393,-0.21772874891757965
1662626186364316836,-0.24271273612976074
1662626186375993647,-0.26728007197380066
1662626186388524284,-0.2916339337825775
1662626186400745355,-0.3154970109462738
1662626186413232579,-0.33911463618278503
1662626186425814450,-0.3622353971004486
1662626186439307016,-0.3851109445095062
1662626186453389945,-0.4074346721172333
1662626186467767319,-0.4294930696487427
1662626186480955485,-0.45103275775909424
1662626186494015069,-0.47222959995269775
1662626186506419273,-0.492863267660141
1662626186519123338,-0.5131372213363647
1662626186532003730,-0.5328418612480164
1662626186545155487,-0.5521705150604248
1662626186557562744,-0.5709142088890076
1662626186570395276,-0.5892574787139893
1662626186582903929,-0.6070752143859863
1662626186595552798,-0.6244794130325317
1662626186607700719,-0.6413260102272034
1662626186620263262,-0.6577681303024292
1662626186633768958,-0.6736933588981628
1662626186647607004,-0.6891875267028809
1662626186661623973,-0.7041324973106384
1662626186676087848,-0.7187178730964661
1662626186689263145,-0.7327486872673035
1662626186702611029,-0.7463667988777161
1662626186715695917,-0.7594516277313232
1662626186728793497,-0.7720887660980225
1662626186741736635,-0.7841944694519043
1662626186754979980,-0.7958657741546631
1662626186768346385,-0.8070166110992432
1662626186781350939,-0.8177474737167358
1662626186794324299,-0.8279540538787842
1662626186808429715,-0.8377890586853027
1662626186822654075,-0.8471388816833496
1662626186836737034,-0.8560739159584045
